Datetime,Ticker,Open,High,Low,Close,Volume,RUN_JST,RUN_ET,BASE_SESSION,POS,CC2,SD20,SIG,C2,SRC2_CLOSE,ZEROV
2026-07-30 13:30:00-04:00,SOXL,114.98999786376953,115.3499984741211,113.318603515625,114.06999969482422,3224411,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-30 14:30:00-04:00,SOXL,114.11000061035156,116.58000183105469,112.62000274658203,114.66000366210938,7012399,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-30 15:30:00-04:00,SOXL,114.6500015258789,115.80999755859375,114.44999694824219,115.06999969482422,11194224,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-30 16:00:00-04:00,SOXL,114.72,119.83,114.01,119.35,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-30 17:00:00-04:00,SOXL,119.39,122.94,118.72,121.4,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-30 18:00:00-04:00,SOXL,121.4,123.9,121.0,123.1,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-30 19:00:00-04:00,SOXL,123.1098,124.6,121.55,124.5841,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 04:00:00-04:00,SOXL,126.65,128.43,121.17,128.23,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 05:00:00-04:00,SOXL,128.2042,129.25,127.16,127.55,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 06:00:00-04:00,SOXL,127.51,128.1,125.6,127.3574,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 07:00:00-04:00,SOXL,127.3,129.39,126.512,128.08,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 08:00:00-04:00,SOXL,128.17,128.9,124.15,126.12,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 09:00:00-04:00,SOXL,126.26,127.75,124.4,127.4096,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 09:30:00-04:00,SOXL,129.89999389648438,133.8800048828125,112.41999816894531,119.69000244140625,55080692,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 10:30:00-04:00,SOXL,119.62000274658203,121.59989929199219,114.08000183105469,115.81999969482422,12663538,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 11:30:00-04:00,SOXL,115.73999786376953,119.0,114.58979797363281,119.0,7273473,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 12:30:00-04:00,SOXL,119.0,120.97000122070312,116.7699966430664,120.5199966430664,6304004,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 13:30:00-04:00,SOXL,120.44010162353516,121.9000015258789,117.60050201416016,118.59500122070312,5304598,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 14:30:00-04:00,SOXL,118.6500015258789,119.56950378417969,117.33000183105469,118.68000030517578,4857491,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 15:30:00-04:00,SOXL,118.63999938964844,119.0,114.61000061035156,114.61000061035156,7384941,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 16:00:00-04:00,SOXL,114.72,118.2065,112.86,112.92,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 17:00:00-04:00,SOXL,112.93,113.97,112.11,112.39,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 18:00:00-04:00,SOXL,112.39,114.12,112.37,113.7,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-07-31 19:00:00-04:00,SOXL,113.7,114.08,112.6587,112.6587,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-08-03 04:00:00-04:00,SOXL,116.99,121.18,112.1,112.61,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-08-03 05:00:00-04:00,SOXL,112.62,116.82,112.12,114.0,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-08-03 06:00:00-04:00,SOXL,114.01,114.6517,108.53,109.99,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-08-03 07:00:00-04:00,SOXL,109.99,111.75,107.91,107.99,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-08-03 08:00:00-04:00,SOXL,107.93,109.36,103.96,106.47,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-08-03 09:00:00-04:00,SOXL,106.39,107.4,105.07,105.93,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
